"김치, 갓 김치",37,86.4,3.26,0.4,7.07,2.46,3,720,1.65,1814,0,0.01
"김치, 고들빼기",88,71.6,4.1,2.7,11.9,-,-,2231,11,-,-,-
"김치, 깍두기",38,88.9,1.43,0.19,7.54,3.55,4.3,501,0.82,927,0,0
"김치, 나박 김치",7,97,0.34,0.07,1.27,0.37,1.2,421,3.5,276,0,0
"김치, 동치미",8,96.2,0.33,0.01,1.77,0.62,0.5,533,2.32,312,0,0
"김치, 배추 김치",25,92.8,1.4,0.2,4.4,-,-,232,7,-,-,-
"김치, 배추 김치, 봄 재배 ",39,88.4,2.22,0.67,5.95,2.38,3.6,626,4.04,1350,0,0
"김치, 배추 김치, 여름 재배",38,88.7,1.84,0.49,6.56,3.22,4.6,606,3.64,1448,0,0
"김치, 배추 김치, 가을 재배",37,89.3,1.85,0.54,6.1,3.05,4.6,548,3.15,1372,0,0
"김치, 백김치",16,94.5,0.95,0.07,3,1.77,1.9,395,15.98,710,0,0.01
"김치, 열무 김치",32,90.1,2.4,0.29,4.99,0.67,3.2,510,1.6,1534,0,0
"김치, 열무 물김치",18,94.1,1.41,0.07,2.91,1.68,0.5,493,3.88,1234,0,0
"김치, 오이 소박이",37,89.8,1.76,0.37,6.66,3.17,3.1,302,0.89,1131,0,0
"김치, 유채 김치",62,82.4,3.5,0.8,10.1,-,-,926,56,-,-,-
"김치, 유채 물김치",17,94.7,1,0.1,3,-,-,452,19,-,-,-
"김치, 총각 김치",41,87.5,2.02,0.2,7.89,2.68,3.1,692,1.65,1548,0,0
"김치, 파 김치",49,86,2.5,0.58,8.51,2.8,4.6,655,2.22,1502,0,0
"김치, 얼갈이배추 김치",30,91,1.88,0.58,4.37,1.15,3.3,581,5.36,1256,0,0
"꼬깔나물, 말린것",285,9,24.3,4.7,52.2,-,-,-,1,-,-,-
"꽃양배추(콜리플라워), 생것",27,91.4,2.17,0.48,4.84,2.28,4.6,13,33.44,1924,0,0
"꽃양배추(콜리플라워), 데친것",26,91.4,2.4,0.47,4.62,2.42,3.5,13,30.42,2089,0,0
"꿀풀(하고초), 생것",48,84.8,1.6,0.2,11.9,-,-,3,5,-,-,-
"꿀풀(하고초), 말린것",309,9,8.2,4,71.6,-,-,10,5,-,-,-
"날개콩, 미숙, 생것",36,90.7,1.9,0.2,6.5,-,-,-,17,-,-,-
"냉이, 생것",41,86.2,4.23,0.27,8.06,1.28,5.3,5,24.29,3019,0,0
"냉이, 데친것",49,84.2,5.09,0.5,9.19,0,8.1,4,35.8,2924,0,0
"넘취, 생것",35,88.1,1.9,0.3,7.9,-,-,2,33,-,-,-
"넘취, 데친것",29,90.9,1.6,0.2,6.6,-,-,3,12,-,-,-
"녹색완두, 미숙, 생것",93,76.5,6.9,0.4,15.3,2.7,7.7,1,19,5693,0,-
"녹색완두, 미숙, 데친것",110,72.2,8.3,0.2,18.5,-3.1,8.6,3,16,-6791,0,-
"녹색완두, 미숙, 통조림",98,74.9,3.6,0.4,19.7,-3.5,6.9,330,0,-2970,0,-
"누룩치, 말린것",280,8.4,12.9,1.2,66.9,-,-,41,30,-,-,-
"누룩치, 삶아서 말린것",290,7.6,15.3,1.4,67.4,-,-,54,55,-,-,-
"누룩치, 잎, 생것",72,77.1,2.3,0.5,17.3,-,-,2,73,-,-,-
"누룩치, 잎, 데친것",38,88.2,1.4,0.4,8.8,-,-,2,10,-,-,-
"누룩치, 줄기, 생것",31,89.6,0.2,0.2,8.1,-,-,1,21,-,-,-
"누룩치, 줄기, 데친것",25,92.4,0.2,0.1,6.6,-,-,4,13,-,-,-
"누리장나무잎, 생것",65,79.7,4.5,1,12.7,-,-,-,-,-,-,-
"는쟁이냉이, 생것",28,90.1,2.5,0.3,5.4,-,-,-,19,-,-,-
"달래, 생것",28,91,1.9,0.22,6.1,1.46,2.9,7,-,1512,0,0
"당귀, 일당귀, 뿌리, 생것",70,82.1,0.6,1.2,15.3,-,-,76,11,-,-,-
"당귀, 일당귀, 잎, 생것",43,86.3,3.2,0.4,8.8,-,-,3,43,-,-,-
"당귀, 참당귀, 잎, 생것",39,87.8,2.6,0.7,7.4,-,-,3,25,-,-,-
"당근, 뿌리, 생것",31,91.1,1.02,0.13,7.03,6.23,3.1,23,3.02,801,0,0
"당근, 뿌리, 데친것",31,91.2,0.97,0.13,7.01,2.39,2.6,16,0,863,0,0
"당근 주스, 캔",40,88.87,0.95,0.15,9.28,3.91,0.8,66,8.5,-,0,0
당근 주스,38,89,0.44,0.09,10.03,6.87,2.1,42,5.64,414,0,0
"더덕, 뿌리, 생것",89,75.7,1.91,0.13,21.52,5.01,8.1,1,5.31,1103,0,0
"더덕, 뿌리, 가루",339,5.3,11.19,0.77,78.4,15.09,35.7,6,16.73,9918,0,0
"도라지, 뿌리, 생것",56,84.5,1.7,0.11,13.08,1.98,4.2,3,5.06,1062,0,0
"도라지, 뿌리, 말린것",324,9.7,10.67,0.89,74.59,9.03,26.8,22,0,7221,0,0
"도라지, 뿌리, 가루",339,5.5,12.53,1.12,76.64,12.27,31.9,29,11.36,8220,0,0
"도라지, 뿌리, 데친것",49,86.5,1.48,0.14,11.35,0.75,2.6,4,3.73,1010,0,0
"돌나물, 생것",15,94.7,1.19,0.08,3.23,0,1,0,107.99,883,0,0
"동아, 생것",12,95.8,1.1,0.1,2.4,-,-,11,9,-,-,-
"동아, 데친것",16,95.3,0.6,0.1,3.7,-,1.5,1,27,-458.5,0,-
"두릅, 생것",33,88.2,4.13,0.22,5.89,0,2.3,1,23.74,3284,0,0
"두릅, 데친것",32,89.4,3.49,0.28,5.81,0,3,2,2.52,3143,0,0
"두릅, 잎, 생것",46,84.1,6.69,0.46,7.32,0.63,5.3,2,6.11,4491,0,0
"두릅, 잎, 데친것",41,86.5,5.53,0.51,6.44,0,5,2,6.97,3509,0,0
"두릅, 줄기, 생것",33,88.8,3.56,0.24,6.12,1,4.2,1,2.31,2027,0,0
"두릅, 줄기, 데친것",28,90.6,2.81,0.28,5.24,0.48,4.1,1,0.55,1869,0,0
"두릅, 땅두릅, 생것",25,91.4,2.4,0.22,4.79,0.81,4.4,2,9.83,1684,0,0
"두릅, 땅두릅, 데친것",24,92,2.3,0.25,4.56,1.08,3.4,2,3.98,1858,0,0
"두릅, 땅두릅, 잎, 생것",43,85.7,4.3,0.3,8.5,-,-,22,47,-,-,-
"두릅, 땅두릅, 잎, 데친것",61,81,6.3,0.8,10.8,-,-,27,14,-,-,-
"두릅, 땅두릅, 줄기, 생것",17,94.4,1.6,0.2,3.1,-,-,29,4,-,-,-
"두릅, 땅두릅, 줄기, 데친것",16,94.4,1.5,0.1,3.3,-,-,3,4,-,-,-
"둥글레, 잎, 생것",52,84,3.4,0.2,11.7,-,-,9,2,-,-,-
"둥글레, 잎, 말린것",289,10.3,16.5,0.9,67.7,-,-,7,32,-,-,-
"들깨, 싹, 생것",17,95.1,1.7,0.1,2.5,-,-,-,7,-,-,-
"들깻잎, 생것",47,84.3,4.46,0.5,8.89,0,5.7,1,2.73,3600,0,0
"들깻잎, 데친것",32,89.6,3.93,0.6,4.8,0,3.9,1,0.13,3208,0,0
"들깻잎, 찐것",37,87.3,4.37,0.55,6.07,0,4.7,1,1.05,3126,0,0
"들깻잎장아찌, 통조림",76,77.7,4.7,1.7,10.4,-,-,1679,0,-,-,-
들깻잎장아찌,124,63.6,4.03,0.42,26,16.41,4.4,1809,12.74,3419,0,0
"로카, 생것",17,93.2,2.6,0.2,2.5,-,-,92,23,-,-,-
"루꼴라, 생것",25,91.71,2.58,0.66,3.65,2.05,1.6,27,15,-,0,0
"리크, 생것",54,84,1.8,0.3,13.2,-,-,4,41,-,-,-
"리크, 데친것",28,91.3,1.3,0.1,6.8,-2.2,2.6,2,9,-1108,0,-
"마늘, 깐마늘, 생것",123,64.8,7.45,0.16,26.42,0.23,3.8,3,8.45,5274,0,0
"마늘, 말린것",333,6,16.3,0.7,73.3,-,-,7,39,-,-,-
"마늘, 동결건조",330,7.3,15.3,0.5,73.7,-,-,5,32,-,-,-
"마늘, 데친것",130,62.9,8.04,0.13,27.69,0.77,2.8,3,8.12,5891,0,0
"마늘, 통마늘, 구운것",163,53.5,10.04,0.22,34.6,0.02,3.3,4,9.36,7148,0,0
"마늘, 난지형, 깐마늘, 생것",123,65.3,7.03,0.12,26.61,0.47,3.3,2,11.86,4986,0,0
"마늘, 난지형, 데친것",133,62.5,7.84,0.13,28.59,0,2.2,1,11.86,5788,0,0
"마늘, 난지형, 통마늘, 구운것",141,60.1,8.29,0.17,30.42,0.03,2.2,2,14.03,6190,0,0
"마늘, 난지형, 냉동",126,64.3,7.38,0.07,27.29,0.12,3,1,11.86,5187,0,0
"마늘, 중국산, 깐마늘, 생것",120,67.8,6.99,0.99,22.78,2.26,6.1,14,12.07,4187,0,0
"마늘, 중국산, 데친것",127,66.3,6.74,1.21,24.27,2.4,4.7,14,8.91,4078,0,0
"마늘, 한지형, 깐마늘, 생것",124,64.2,7.88,0.19,26.22,0,4.4,5,5.04,5563,0,0
"마늘, 한지형, 데친것",127,63.3,8.25,0.14,26.77,1.55,3.5,5,4.38,5993,0,0
"마늘, 한지형, 통마늘, 구운것",184,46.9,11.8,0.27,38.82,0,4.3,7,4.69,8108,0,0
"마늘, 한지형, 볶은것",159,55.8,9.84,1.35,31.31,1.73,4.1,6,4.07,6828,0,0.01
"풋마늘, 잎줄기, 생것",29,89.9,1.9,0.17,7.33,4.01,3.7,2,11.81,1389,0,0
"풋마늘, 잎줄기, 데친것",30,90,1.82,0.29,7.28,2.31,3.4,2,9.66,1462,0,0
"마늘종, 꽃줄기, 생것",53,84.1,1.86,0.06,13.39,5.46,4.6,1,44.37,1290,0,0
"마늘종, 꽃줄기, 데친것",59,82.4,1.98,0.17,14.82,2.74,4.2,2,38.08,1573,0,0
마늘종 장아찌,118,66.5,1.96,0.14,27.34,13.85,5.2,1410,0,645,0,0
마늘 장아찌,113,68.8,2.43,0.16,25.36,15.03,2.9,1127,0,2403,0,0
"마타리, 생것",45,85.4,2.1,0.1,10.9,-,-,-,11,-,-,-
"머위, 생것",17,93.5,2.31,0.14,2.74,0.07,2.7,2,2.46,1148,0,0
"머위, 말린것",281,7.2,17.4,3.7,58.2,-,-,48,6,-,-,-
"머위, 삶아서 말린것",278,8.3,26.73,4.67,48.62,1.85,39.1,46,0.61,23063,0,0
"머위, 삶은것",28,91,2.44,0.44,5.2,1.81,4.5,5,5.32,1952,0,0
"머위, 데친것",25,91.9,2.17,0.41,4.42,0.17,4.2,2,6.56,1843,0,0
"메밀, 싹, 생것",24,94.6,1.9,1.2,1.9,-,3.6,4,1,-,-,-
"모링가(드럼스틱), 생것",66,80.1,4.21,1.38,12.43,2.15,6.4,6,216.76,4440,0,0
"모시풀, 잎, 생것",64,77.5,6.61,0.71,11.85,0,5.3,3,47.67,5488,0,0
"모시풀, 잎, 삶은것",49,83.7,6.09,1.02,7.24,0,6.3,2,2.1,5346,0,0
"모시풀, 잎, 서방종, 생것",51,83.4,4.4,1.36,8.13,1.13,5.7,1,2.39,4037,0,0
"무, 왜무, 생것",21,93.7,1.1,0.1,4.5,-,-,14,22,-,-,-
"무, 조선무, 생것",20,94.3,0.67,0.12,4.34,1.8,1.1,9,8.65,499,0,0
"무, 조선무, 데친것",15,95.8,0.53,0.18,3.27,1.85,1.4,7,8.41,390,0,0
"무순, 싹, 생것",20,94.8,1.89,1.01,1.82,0.67,1.7,15,10.93,1497,0,0
"무청, 왜무 잎, 생것",22,91.9,2.3,0.7,2.9,-,-,38,62,-,-,-
"무청, 조선무 잎, 생것",31,88.9,2.9,0.2,6.1,-,-,154,72,-,-,-
"무시래기, 잎, 말린것, 삶은것",23,93,1.58,0.27,4.68,0,4.3,91,0,1495,0,0
무 절임,22,93.7,0.44,0.21,4.89,3.54,1.4,219,100.35,263,0,0
"단무지, 염절임",12,95.4,0.36,0.05,2.42,0.55,2.1,637,18.42,236,0,0
무국물,1,99.7,-,0,0.3,-,0.6,3,0,-,-,-
"무말랭이, 말린것",318,12.2,13.59,0.3,65.34,19.91,28.2,303,61.38,10280,0,0.02
무말랭이 무침,136,63.2,3.3,1,28.5,-,7.8,1282,0,-,-,-
"무장아찌, 뿌리",131,63.9,2.25,0.61,29.24,16.75,7.6,1073,0,2077,0,0
"쌈무, 초절임",15,95,0.54,0.03,3.1,1.48,2.3,400,1.39,372,0,0
"물강활, 말린것",289,7.9,19.6,2.5,61.6,-,-,-,-,-,-,-
"물냉이, 생것",23,91.5,3.5,0.1,3.7,-,-,28,92,-,-,-
"물쑥, 생것",36,87,5.4,0.3,5.6,-,-,-,15,-,-,-
"물쑥, 데친것",47,85.7,1.9,0.1,11.7,-,-,7,0,-,-,-
"미나리, 농축",120,65.8,0.36,0,33.48,28.49,1.4,6,2.44,179,0,0
"미나리, 돌미나리(야생), 생것",21,92.8,2.2,0.2,3.8,-,-,18,15,-,-,-
"미나리, 돌미나리(야생), 데친것",19,93.1,2.3,0.2,3.2,-,-,7,2,-,-,-
"미나리, 물미나리, 생것",22,92.7,1.81,0.25,4.45,2.69,3.5,5,3.67,1131,0,0
"미나리, 물미나리, 데친것",25,92.1,2.04,0.32,4.82,1.64,3.1,6,8,1633,0,0
"미나리, 물미나리, 잎, 생것",30,90.1,2.84,0.4,5.62,1.26,3.7,5,12.13,1810,0,0
"미나리, 물미나리, 줄기, 생것",22,93.1,0.9,0.16,5.15,1.43,3.1,6,1.93,701,0,0
"미니파프리카, 주황색, 생것",38,89.5,0.97,0.79,8.22,6.28,3.4,3,191.02,1109,0,0
"미니파프리카, 노란색, 생것",41,89.1,1.01,1.09,8.32,8.8,1.9,2,168.02,1262,0,0
"미니파프리카, 빨간색, 생것",41,89,1.07,0.94,8.49,7.45,0.3,2,202.75,1137,0,0
"민들레, 생것",29,90.2,2.44,0.44,5.48,0,3.3,1,2.21,2388,0,0
"민들레, 데친것",30,90.5,2.18,0.51,5.74,0,4.6,1,2.26,2099,0,0
"바젤라, 생것",13,95.1,0.7,0.2,2.6,-,2.2,9,41,-,0,-
"바젤라, 데친것",15,94.5,0.9,0.2,3.2,-,3.1,7,18,-,0,-
"바질잎, 생것 ",32,90.1,2.43,0.71,5.56,0.8,2.6,3,1.92,2351,0,0
"바질잎, 데친것 ",34,89.4,2.81,0.7,5.9,0.37,2.7,1,0.82,2494,0,0
"박, 과육, 생것",21,93.8,0.5,0.1,5.2,-,-,6,15,-,-,-
"박, 씨 포함, 생것",32,90.4,1,0.1,8,-,-,5,21,-,-,-
"박고지, 말린것",268,18.1,7.6,0.4,69,-,-,14,2,-,-,-
"박쥐나무, 잎, 생것",100,68,6.7,1.2,20.7,-,-,27,151,-,-,-
"밥취나물, 말린것",282,9.7,21,4,55.2,-,-,-,1,-,-,-
"방가지똥, 생것",46,85.2,2.5,0.4,10.3,-,-,5,2,-,-,-
"방울다다기양배추, 생것",49,84.2,3.28,0.16,11.17,3.55,5.5,25,-,2713,0,0
"방울다다기양배추, 데친것",49,83.8,5.3,0.1,9.8,-3.7,5.2,5,110,-4273,0,-
"배암차즈기(곰보배추), 잎, 생것",25,92.2,1.73,0.62,4.5,1.44,2.1,7,4.65,1516,0,0
"배초향, 잎, 생것",55,81.7,4.87,0.46,11.13,1.68,6.4,2,14.12,3855,0,0
"배추, 생것",12,95.6,1.1,0,2.7,-,-,15,10,-,-,-
"배추, 데친것",17,94.3,1.4,-,3.9,-,-,7,11,-,-,-
"배추, 봄 재배, 생것",13,95.2,1.61,0.07,2.28,0.94,1.2,13,24.43,939,0,0
"배추, 봄 재배, 삶은것",14,95.3,1.39,0.12,2.61,0.85,1.7,8,15.3,980,0,0
"배추, 봄 재배, 염절임",15,93,1.63,0.09,2.89,1.44,2.5,496,5.62,1309,0,0
"배추, 여름 재배, 생것",17,94.5,0.9,0.02,3.99,1.99,1,3,12.07,763,0,0
"배추, 여름 재배, 삶은것",17,94.9,0.85,0.23,3.53,1.01,2.8,3,11.83,795,0,0
"배추, 여름 재배, 염절임",17,92.6,1.03,0.05,4.04,2.26,2.1,606,4.09,834,0,0
"배추, 가을 재배, 생것",15,94.8,1.25,0.05,3.35,2.33,2,11,8.99,975,0,0
"배추, 가을 재배, 삶은것",14,95.3,1.25,0.06,2.94,1.55,1.6,9,9.18,909,0,0
"배추, 가을 재배, 염절임",18,93.3,1.35,0.06,3.9,2.55,1.5,359,6.96,967,0,0
"배추, 싹, 생것",63,86.3,3.4,4.3,5.3,-,4.3,8,17,-,-,-
"배추, 노랑봄배추(노지), 생것",13,95.5,1,-,3,-,-,9,11,-,-,-
"배추, 노랑봄배추(노지), 데친것",17,94.6,1.2,-,3.9,-,-,12,6,-,-,-
"배추, 노랑봄배추(노지), 염절임",16,93.6,1.1,0.1,3.6,-,-,663,15,-,-,-
"배추, 노랑봄배추(하우스), 생것",12,95.9,1,0,2.6,-,-,11,12,-,-,-
"배추, 노랑봄배추(하우스), 데친것",15,95.3,1,-,3.4,-,-,12,7,-,-,-
"배추, 노랑봄배추(하우스), 염절임",15,93.9,1,-,3.4,-,-,530,13,-,-,-
"배추, 봄동, 생것",23,92.2,2.02,0.17,4.78,2.45,2.7,50,23.28,1536,0,0
"배추, 봄동, 데친것",22,92.8,1.84,0.18,4.54,2.31,2.5,38,21.68,1478,0,0
"배추, 불암 3호(노지), 생것",23,92.7,0.9,0.1,5.7,-,-,14,24,-,-,-
"배추, 불암 3호(노지), 데친것",33,90,1.3,0.1,8.2,-,-,18,17,-,-,-
"배추, 불암 3호(노지), 염절임",30,89.6,1.2,0.1,7.4,-,-,397,34,-,-,-
"배추, 불암 3호(하우스), 생것",13,95.7,1,0.1,2.8,-,-,12,12,-,-,-
"배추, 불암 3호(하우스), 데친것",18,94.4,1.3,0.1,3.8,-,-,15,8,-,-,-
"배추, 불암 3호(하우스), 염절임",18,93,1.1,0.1,4,-,-,533,13,-,-,-
"배추, 여름배추, 생것",10,96.4,1,0,2.2,-,-,26,16,-,-,-
"배추, 여름배추, 데친것",12,96.2,0.8,0.1,2.6,-,-,25,12,-,-,-
"배추, 여름배추, 염절임",11,94.1,0.8,0.1,2.3,-,-,684,15,-,-,-
"배추, 우거지, 말린것",278,12.8,14.38,3.89,58.92,25.52,29.6,153,9.25,9444,0,0.09
"배추, 우거지, 말린것, 삶은것",23,93.2,1.68,0.24,4.6,0.12,4,4,0,1284,0,0.01
"배추, 유기재배, 생것",14,95.1,1.1,0,3.2,-,-,13,17,-,-,-
"백모근, 생것",138,62.5,1.1,0.3,34.6,-,-,29,12,-,-,-
"백모근, 뿌리, 말린것",337,7,9,2,77,-,-,115,21,-,-,-
"백모근, 잎, 말린것",314,7,22,3,66,-,-,50,19,-,-,-
"백합, 뿌리, 생것",118,68.9,3.34,1.52,24.91,0.44,-,2,6.3,2646,0,0
"버드장이, 생것",38,86.8,4,0.1,7.6,-,-,-,6,-,-,-
"보리, 순, 가루 ",314,4.4,26.6,4.8,58.5,-,-,282,47,-,-,-
"보리, 쌀보리, 순, 생것",24,92.6,2,0.3,4.6,-,-,18,11,-,-,-
"보리, 올보리, 순, 생것",66,80,3.1,1.1,13.9,-,-,-,111,-,-,-
"보리, 큰알보리, 순, 생것",24,92,2.91,0.27,3.99,0.52,3.1,62,12.61,1666,0,0
"보리, 큰알보리, 순, 동결건조",283,3.2,28.3,3.39,51.96,2.83,41.1,282,74.61,24562,0,0.03
"뽕잎, 삶아서 말린것",279,10.3,26.22,2.98,53.22,0,38.4,11,10.01,24596,0,0
"뽕잎, 삶아서 말린것, 삶은것",51,83.8,5.9,0.55,8.92,0.1,8.7,3,0,4553,0,0
"뽕잎, 삶은것",48,84.5,4.86,0.53,9,0.41,8.1,6,20.74,3377,0,0
"뽕잎, 생것",65,78.3,6.28,0.5,12.82,2.47,10.7,10,111.62,4047,0,0
"부지갱이(섬쑥부쟁이), 생것",30,90,3.65,0.43,4.9,1.21,4.6,15,11.55,2911,0,0
"부지갱이(섬쑥부쟁이), 말린것",258,14.2,25.7,2,50,-,-,-,0,-,-,-
"부지갱이(섬쑥부쟁이), 삶아서 말린것",296,7.8,25.09,2.88,59.07,5.37,31.1,214,0,22729,0,0
"부지갱이(섬쑥부쟁이), 삶아서 말린것, 삶은것",48,85.4,5.17,0.68,8.24,0.38,6.7,10,0,3567,0,0
"부지갱이(섬쑥부쟁이), 데친것",33,89.5,4,0.65,4.92,0.61,4.3,11,5.61,2650,0,0
"부추, 두메부추, 생것",46,86.1,1.2,0.1,11.9,-,-,2,12,-,-,-
"부추, 산부추, 생것",41,86.2,3.5,0.1,8.8,-,-,15,11,-,-,-
"부추, 재래종, 생것",22,93,1.8,0.3,4.1,-,-,3,5,-,-,-
"부추, 재래종, 데친것",20,93.1,2.3,0.2,3.6,-,-,2,37,-,-,-
"부추, 호부추, 생것",30,90.5,2.06,0.33,6.23,2.86,4.8,0,15.15,1155,0,0
"부추, 호부추, 데친것",32,90,2.37,0.35,6.42,2.39,4.1,1,20.96,1766,0,0
"브로콜리, 생것",32,89.4,3.08,0.2,6.32,0.79,3.1,3,29.17,2214,0,0
"브로콜리, 가루 ",284,4.6,17.5,3.9,58.4,-,-,145,53,-,-,-
"브로콜리, 삶은것",27,91.3,3.5,0.4,4.3,-1.1,3.7,14,54,-2771,0,-
"브로콜리, 데친것",28,90.7,2.8,0.31,5.34,0.4,3.1,4,29.17,2143,0,0
"브로콜리, 싹, 생것",31,90.9,3.81,0.92,3.8,0.91,1.8,16,11.41,1768,0,0
"브로콜리, 잎, 생것",38,88.1,2.2,0.4,8.1,-,-,18,50,-,-,-
"브로콜리, 잎, 말린것",258,11.2,15.4,2.8,55.3,-,-,193,37,-,-,-
"브로콜리, 잎, 삶아서 말린것",271,13.4,17.4,1.8,59.8,-,-,35,60,-,-,-
"개비름, 생것",23,91.3,2.72,0.29,3.96,0.31,3.4,65,6.47,1685,0,0
"개비름, 데친것",27,90.6,2.98,0.41,4.51,0.27,4.1,46,17.5,1989,0,0
"비타민채(다채), 생것",14,94.5,2.1,0.2,2,-,-,17,20,-,-,-
"비타민채, 싹, 생것",54,87.7,3.1,3.3,5.4,-,5.4,5,6,-,-,-
"비트, 뿌리, 생것",26,92.1,1.56,0.14,5.26,2.87,3.7,83,1.76,900,0,0
"비트, 뿌리, 데친것",23,93.3,1.28,0.13,4.66,2.82,3,69,1.79,821,0,0
"비트, 잎, 생것",16,92.9,2.2,0.1,2.8,-,-,254,14,-,-,-
"비트, 잎, 데친것",15,93.9,2.3,0.2,2.2,-,-,159,6,-,-,-
"비트 피클, 뿌리, 통조림",65,81.88,0.8,0.08,16.28,11.05,0.8,149,2.3,605,0,0
"사탕무, 생것",77,78.5,1.8,0,18.7,-,-,61,17,-,-,-
"사탕수수, 생것",77,77.3,1.1,0,20.9,-,-,10,0,-,-,-
"산마늘(명이나물), 생것",36,89,2.02,0.21,8.21,3.8,4.1,0,62.63,1642,0,0
"산마늘(명이나물), 데친것",37,88.5,2.08,0.31,8.29,2.99,3.9,0,62.63,1723,0,0
"산마늘(명이나물) 장아찌, 초절임",55,82.1,2.37,0.62,12.19,7.83,3.4,865,0.79,1925,0,0
"삼나물, 말린것",293,7.5,22.8,2.2,61.3,-,-,-,0,-,-,-
"삼붕냐와, 생것",27,92.1,1.62,1.09,3.84,0.24,3.8,186,4.11,1846,0,0
"삼채, 생것",23,92.4,1.55,0.13,4.99,0.81,2.8,2,12.31,1208,0,0
"삼채, 데친것",28,91,2.04,0.27,5.77,0,3,3,12.31,1838,0,0
"삼채, 뿌리, 생것",49,86.2,0.77,0.04,12.15,3.34,4.8,15,0.73,612,0,0
"삼채, 잎, 생것",24,91.9,1.95,0.2,4.8,1.82,4.1,4,0.59,1381,0,0
"삼채, 줄기, 생것",19,93.7,0.78,0.09,4.65,1.31,3.8,2,0.54,624,0,0
"삽주나물, 생것",52,84.1,5.3,1.3,7.9,-,-,-,11,-,-,-
"상추, 뚝섬적출면, 생것",14,95.5,1.1,0.3,2.4,-,-,5,11,-,-,-
"상추, 로메인, 생것",29,90.6,1.8,0.2,6.4,-,-,161,45,-,-,-
"상추, 로메인, 청상추, 생것",23,92.5,1.78,0.32,4.59,0.87,3.7,12,0.33,1342,0,0
"상추, 로메인, 적상추, 생것",17,93.4,2.28,0.22,2.69,0.15,1.7,30,0.15,1054,0,0
"상추, 롤로로사, 생것",20,92.9,1.1,0.2,4.5,-,-,161,26,-,-,-
"상추, 아담, 생것",9,97.3,0.9,0.2,1.3,-,-,6,13,-,-,-
"상추, 아시아아이스퀸(청코스), 생것",24,92.3,1.8,0.6,4,-,-,102,39,-,-,-
"상추, 유레이크, 생것",16,94.8,0.8,0.2,3.5,-,-,2,6,-,-,-
"상추, 적상추, 생것",18,93.8,1.1,0.3,3.6,-,3.9,36,-,-,-,-
"상추, 적하계, 생것",19,93.5,1.7,0.2,3.7,-,-,5,12,-,-,-
"상추, 천상, 생것",17,94.6,1.2,0.3,3.2,-,-,5,10,-,-,-
"상추, 풍성, 생것",10,96.7,0.6,0.1,2.1,-,-,8,5,-,-,-
"상추, 반결구상추, 청상추, 생것",16,94.9,0.97,0.1,3.66,2.07,1.5,5,0.24,702,0,0
"상추, 완전결구상추, 청상추, 생것",14,95.3,1.16,0.1,3.01,2.29,2.3,2,0,687,0,0
"상추, 축면상추, 적상추, 생것",15,95.1,1.31,0.21,2.76,1.04,1.5,6,0.15,1096,0,0
"상추, 치마상추, 청상추, 생것",20,92.9,1.88,0.36,3.48,1.23,2.5,17,0.24,1329,0,0
"상추, 치마상추, 적상추, 생것",23,92.1,1.53,0.36,4.61,1.31,3.9,6,0.18,1161,0,0
"생강, 뿌리줄기, 생것",42,88.2,0.97,0.15,9.82,0.45,2.6,4,1.5,1012,0,0
"생강, 중국산, 뿌리줄기, 생것",38,89,1.3,0.3,8.4,-,-,11,4,-,-,-
"생강 피클, 초절임",19,88.2,0.2,0.4,4,-,2.4,2800,Tr,-185.3,0,-
"선인장, 보검선인장, 꽃, 생것",51,86.4,1.6,0.1,10.8,-,-,15,51,-,-,-
"선인장, 보검선인장, 열매, 생것",83,78.4,0.97,0.19,19.35,2.53,12.4,23,43.52,689,0,0
"선인장, 보검선인장, 줄기, 생것",34,89.8,1.03,0.12,7.15,0.43,5,17,12.17,777,0,0
"선인장, 저단선인장, 열매, 생것",91,76.6,0.8,0.38,21,6,14.7,0,43.81,809,0,0
"선인장, 저단선인장, 줄기, 생것",75,79.9,0.75,0.15,17.76,0,16.3,-,18.25,481,0,0
"섬초롱, 생것",41,86.8,3,0.4,8.5,-,-,2,9,-,-,-
"섬초롱, 데친것",34,89.5,2,0.2,7.6,-,-,1,-,-,-,-
"세발나물, 생것",18,93.1,1.61,0.14,3.59,0,2.7,321,3.43,1351,0,0
"세발나물, 데친것",23,92,2.29,0.28,4.2,0,3.8,249,2.82,1983,0,0
"셀러리, 생것",17,93.9,1.04,0.07,3.95,0,2.2,70,10.6,715,0,0
"셀러리, 데친것",17,94,1.1,0.12,3.81,0,2.2,69,5.9,670,0,0
"소리쟁이, 뿌리, 말린것",317,11.1,7.9,0.9,74.9,-,-,223,17,-,-,-
"소리쟁이, 잎, 말린것",259,10.2,21.7,2.2,52.6,-,-,77,29,-,-,-
"솔장다리, 생것",31,88.6,1.9,0.3,6.8,-,-,352,20,-,-,-
"쇠귀나물, 뿌리, 생것",126,65.5,6.3,0.1,26.6,-,2.4,3,2,-,0,-
"쇠귀나물, 뿌리, 데친것",128,65,6.2,0.1,27.2,-,2.8,3,0,-,0,-
"수리취(떡취), 생것",64,79.1,3.9,0.2,14.7,-,-,-,18,-,-,-
"숙주나물, 생것",13,95.6,1.73,0.05,2.34,0,1.7,4,7.24,1347,0,0
"숙주나물, 데친것",12,95.9,2.2,0.2,1.4,-,-,5,10,-,-,-
